skill,groupName,subGroupName,count,score,digital_assign,mod,lv.mod,order
buildingSMART,Occupational Skills,Facilities maintenance and design,34,152.40794642040342,0,General office,Non-digital skills,1
Bulk carriers,Tools and Equipment,Miscellaneous or unclassified,314,255.25841340418364,0,Sales and merchandising,Non-digital skills,1
Bull floats,Tools and Equipment,Miscellaneous or unclassified,54,322.5798499369249,0,Trades,Non-digital skills,1
Bull pins,Tools and Equipment,Miscellaneous or unclassified,9,443.99809852044746,0,Trades,Non-digital skills,1
Bunker rakes,Tools and Equipment,Miscellaneous or unclassified,132,386.9468740715079,0,Trades,Non-digital skills,1
Buoyancy control devices,Tools and Equipment,Miscellaneous or unclassified,9,169.717826065506,0,General office,Non-digital skills,1
Burner management systems,Tools and Equipment,Miscellaneous or unclassified,136,248.0809763385231,0,Trades,Non-digital skills,1
Burs,Tools and Equipment,Miscellaneous or unclassified,308,292.58074730813365,0,General office,Non-digital skills,1
Business-to-Business (B2B),Occupational Skills,"Sales, marketing and communications",69315,159.66259086228445,0,Business and management,Non-digital skills,1
Business-to-Consumer (B2C),Occupational Skills,"Sales, marketing and communications",14908,134.40895730716784,0,Business and management,Non-digital skills,1
Business Development,Occupational Skills,"Sales, marketing and communications",84224,144.18555743890983,0,Business and management,Non-digital skills,1
Business Intelligence,Occupational Skills,Business analysis,136007,179.39776103294736,0,High-tech,Non-digital skills,1
Business Planning,Occupational Skills,Business planning and operations,29574,134.7707426824461,0,Business and management,Non-digital skills,1
Business Process,Occupational Skills,Business planning and operations,62935,79.9505410829168,0,High-tech,Non-digital skills,1
Business Strategy,Occupational Skills,Business planning and operations,35991,123.85776028237872,0,Business and management,Non-digital skills,1
Business Valuation,Occupational Skills,Corporate finance and accounting,850,99.06099073447176,0,Business and management,Non-digital skills,1
Butterfly needles,Tools and Equipment,Miscellaneous or unclassified,11,157.4521713479158,0,Sales and merchandising,Non-digital skills,1
Button machines,Tools and Equipment,Miscellaneous or unclassified,34,382.46266212185446,0,Business and management,Non-digital skills,1
Buttonhole makers,Tools and Equipment,Miscellaneous or unclassified,14,454.600690081245,0,Trades,Non-digital skills,1
Cabin management systems,Tools and Equipment,Miscellaneous or unclassified,37,122.13798617019938,0,Communication and interaction,Non-digital skills,1
Cable crimpers,Tools and Equipment,Miscellaneous or unclassified,8,339.08343194600076,0,Trades,Non-digital skills,1
Cable cutters,Tools and Equipment,Miscellaneous or unclassified,79,173.15405675124407,0,Trades,Non-digital skills,1
Cable plows,Tools and Equipment,Miscellaneous or unclassified,20,389.5424462086261,0,Trades,Non-digital skills,1
Cable reels,Tools and Equipment,Miscellaneous or unclassified,140,169.31552790953918,0,Sales and merchandising,Non-digital skills,1
Cable strippers,Tools and Equipment,Miscellaneous or unclassified,18,265.1086043943008,0,Trades,Non-digital skills,1
Cable trees,Tools and Equipment,Miscellaneous or unclassified,2,336.1995606194585,0,Trades,Non-digital skills,1
Cable winches,Tools and Equipment,Miscellaneous or unclassified,7,350.46476293814703,0,Trades,Non-digital skills,1
Cake decorating tools,Tools and Equipment,Miscellaneous or unclassified,18,387.1691857205111,0,Sales and merchandising,Non-digital skills,1
Cake rings,Tools and Equipment,Miscellaneous or unclassified,13,395.79611015107196,0,Business and management,Non-digital skills,1
Calipers,Tools and Equipment,Mechanical and plumbing,10465,263.72362626653023,0,Trades,Non-digital skills,1
Call recording systems,Tools and Equipment,Miscellaneous or unclassified,22,95.65343148827989,0,High-tech,Non-digital skills,1
Camcorders,Tools and Equipment,Miscellaneous or unclassified,115,208.32260854200706,0,High-tech,Non-digital skills,1
Camera lenses,Tools and Equipment,Miscellaneous or unclassified,60,280.6410091811096,0,Trades,Non-digital skills,1
Can openers,Tools and Equipment,Miscellaneous or unclassified,274,382.8620272867021,0,Sales and merchandising,Non-digital skills,1
Canners,Tools and Equipment,Miscellaneous or unclassified,11,364.7279364406779,0,Communication and interaction,Non-digital skills,1
Cannulas,Tools and Equipment,Miscellaneous or unclassified,57,193.75773026328042,0,Communication and interaction,Non-digital skills,1
Cantonese language,Social-Emotional Skills,Languages,19993,223.6456395202622,0,Communication and interaction,Non-digital skills,1
Capacity planning,Occupational Skills,Business planning and operations,788,96.58820674520358,0,High-tech,Non-digital skills,1
Cappers,Tools and Equipment,Miscellaneous or unclassified,180,287.3146172014865,0,Trades,Non-digital skills,1
Cappuccino machines,Tools and Equipment,Miscellaneous or unclassified,20,326.0537032086887,0,Sales and merchandising,Non-digital skills,1
Car hoists,Tools and Equipment,Miscellaneous or unclassified,4,133.997196755789,0,Trades,Non-digital skills,1
Carabiners,Tools and Equipment,Miscellaneous or unclassified,4,285.59540583940554,0,Sales and merchandising,Non-digital skills,1
Carbon analyzers,Tools and Equipment,Miscellaneous or unclassified,5,82.7355064793345,0,Trades,Non-digital skills,1
Carbon dioxide systems,Tools and Equipment,Miscellaneous or unclassified,6,428.417156477295,0,Trades,Non-digital skills,1
Carbon monoxide detectors,Tools and Equipment,Miscellaneous or unclassified,63,220.62105387362277,0,Trades,Non-digital skills,1
Card readers,Tools and Equipment,Miscellaneous or unclassified,375,160.27095366063955,0,Trades,Non-digital skills,1
Cardboard compactors,Tools and Equipment,Miscellaneous or unclassified,25,198.92734743535584,0,Trades,Non-digital skills,1
Cardiac monitoring equipment,Tools and Equipment,Miscellaneous or unclassified,84,198.276774354962,0,Business and management,Non-digital skills,1
Cardiac monitors,Tools and Equipment,Medical and dental,541,198.02663846494988,0,Sales and merchandising,Non-digital skills,1
Cardiac ultrasound equipment,Tools and Equipment,Miscellaneous or unclassified,22,225.52184155690742,0,Communication and interaction,Non-digital skills,1
Cargo dollies,Tools and Equipment,Transportation and warehousing,369,309.5610291753597,0,Sales and merchandising,Non-digital skills,1
Cargo hooks,Tools and Equipment,Miscellaneous or unclassified,9,174.567175962041,0,General office,Non-digital skills,1
Cargo trailers,Tools and Equipment,Miscellaneous or unclassified,201,292.79706785361986,0,Sales and merchandising,Non-digital skills,1
Cargo trucks,Tools and Equipment,Miscellaneous or unclassified,155,333.8504356707045,0,Trades,Non-digital skills,1
Carousels,Tools and Equipment,Miscellaneous or unclassified,444,239.89746694468442,0,Sales and merchandising,Non-digital skills,1
Carpet shampooers,Tools and Equipment,Miscellaneous or unclassified,43,421.01071344084994,0,Sales and merchandising,Non-digital skills,1
Carpet steamers,Tools and Equipment,Miscellaneous or unclassified,6,443.240818627075,0,Sales and merchandising,Non-digital skills,1
Cartography,Occupational Skills,Natural sciences,1883,85.16357687662972,0,High-tech,Non-digital skills,1
Carving tools,Tools and Equipment,Miscellaneous or unclassified,16,425.0114767813352,0,Sales and merchandising,Non-digital skills,1
Case clamps,Tools and Equipment,Miscellaneous or unclassified,8,348.323787956529,0,Trades,Non-digital skills,1
Cash drawers,Tools and Equipment,Office and business operations,2114,249.1979909588124,0,Sales and merchandising,Non-digital skills,1
Cash handling,Occupational Skills,Retail trade,36749,290.03500065792593,0,Sales and merchandising,Non-digital skills,1
Cash registers,Tools and Equipment,Office and business operations,69466,288.14003259764195,0,Sales and merchandising,Non-digital skills,1
Cast cutters,Tools and Equipment,Miscellaneous or unclassified,1,427.718322721084,0,NA,Non-digital skills,1
Catalytic converters,Tools and Equipment,Miscellaneous or unclassified,207,235.21771548240258,0,Trades,Non-digital skills,1
Catheters,Tools and Equipment,Medical and dental,2985,199.57133795254546,0,Business and management,Non-digital skills,1
Caulk boots,Tools and Equipment,"Health, safety and environmental",7956,318.8132435487714,0,Trades,Non-digital skills,1
Cell counters,Tools and Equipment,Miscellaneous or unclassified,18,138.00882923256685,0,Trades,Non-digital skills,1
Cell savers,Tools and Equipment,Miscellaneous or unclassified,28,231.81805544091154,0,Sales and merchandising,Non-digital skills,1
Cell sorters,Tools and Equipment,Miscellaneous or unclassified,7,142.781534509694,0,Business and management,Non-digital skills,1
Cellos,Tools and Equipment,Miscellaneous or unclassified,21,347.8493080662108,0,Communication and interaction,Non-digital skills,1
Cement pumps,Tools and Equipment,Miscellaneous or unclassified,4,231.49707631572466,0,Trades,Non-digital skills,1
Cenon,Technologies,Graphics or photo imaging software,1,461.576260728474,1,Communication and interaction,Non-digital skills,1
Centrifugal compressors,Tools and Equipment,Miscellaneous or unclassified,104,165.51525037492945,0,Trades,Non-digital skills,1
Centrifugal pumps,Tools and Equipment,Mechanical and plumbing,526,315.7922720609213,0,Trades,Non-digital skills,1
Centrifuges,Tools and Equipment,Mechanical and plumbing,1375,172.19663066241054,0,Trades,Non-digital skills,1
Chain conveyors,Tools and Equipment,Miscellaneous or unclassified,44,277.5950444169809,0,Trades,Non-digital skills,1
Chain falls,Tools and Equipment,Miscellaneous or unclassified,166,268.41208090509906,0,Trades,Non-digital skills,1
Chain hoists,Tools and Equipment,Miscellaneous or unclassified,85,268.29965432259945,0,Trades,Non-digital skills,1
Chain pullers,Tools and Equipment,Miscellaneous or unclassified,45,279.92686171212034,0,Trades,Non-digital skills,1
Chain saws,Tools and Equipment,Forestry and agriculture,1360,374.32376565267,0,Trades,Non-digital skills,1
Chain slings,Tools and Equipment,Miscellaneous or unclassified,55,306.3833594078643,0,Trades,Non-digital skills,1
Chainsaws,Tools and Equipment,Forestry and agriculture,4926,368.03993145644284,0,Trades,Non-digital skills,1
Chair lifts,Tools and Equipment,Miscellaneous or unclassified,112,315.2280617716565,0,Sales and merchandising,Non-digital skills,1
Chalk lines,Tools and Equipment,Miscellaneous or unclassified,94,415.20261702485277,0,Trades,Non-digital skills,1
Change Management,Occupational Skills,Business planning and operations,156137,114.60151695161348,0,Business and management,Non-digital skills,1
Channel lock pliers,Tools and Equipment,Miscellaneous or unclassified,9,365.5561159821489,0,Sales and merchandising,Non-digital skills,1
Charbroilers,Tools and Equipment,Miscellaneous or unclassified,49,326.2556731742568,0,Trades,Non-digital skills,1
Check signers,Tools and Equipment,Miscellaneous or unclassified,3,154.431942843998,0,General office,Non-digital skills,1
Cheese vats,Tools and Equipment,Miscellaneous or unclassified,6,364.652424550695,0,Communication and interaction,Non-digital skills,1
Chemical analyzers,Tools and Equipment,Miscellaneous or unclassified,107,303.9582475857773,0,Trades,Non-digital skills,1
Chemical baths,Tools and Equipment,Miscellaneous or unclassified,49,405.53090290621066,0,Trades,Non-digital skills,1
Chemical dip tanks,Tools and Equipment,Miscellaneous or unclassified,6,423.47355862247434,0,Trades,Non-digital skills,1
Chemical feed pumps,Tools and Equipment,Miscellaneous or unclassified,32,268.6775322045416,0,Trades,Non-digital skills,1
Chemical fume hoods,Tools and Equipment,Miscellaneous or unclassified,66,332.72461158182625,0,Trades,Non-digital skills,1
Chemical injection pumps,Tools and Equipment,Miscellaneous or unclassified,55,184.37350581828582,0,Trades,Non-digital skills,1
Chemical injection systems,Tools and Equipment,Miscellaneous or unclassified,70,189.31314478438097,0,Trades,Non-digital skills,1
Chemical mechanical polishing CMP systems,Tools and Equipment,Miscellaneous or unclassified,335,230.0754830626559,0,Trades,Non-digital skills,1
Chemical protective clothing,Tools and Equipment,Miscellaneous or unclassified,17,125.1173609610647,0,Trades,Non-digital skills,1
Chemical reactors,Tools and Equipment,Miscellaneous or unclassified,33,171.80338909486477,0,Trades,Non-digital skills,1
Chemical sprayers,Tools and Equipment,Miscellaneous or unclassified,48,280.5316060517483,0,Trades,Non-digital skills,1
Chemical vapor deposition CVD systems,Tools and Equipment,Miscellaneous or unclassified,14,81.61670418910188,0,Trades,Non-digital skills,1
Chemistry analyzers,Tools and Equipment,Miscellaneous or unclassified,19,121.48185727334032,0,Communication and interaction,Non-digital skills,1
Cherry pickers,Tools and Equipment,Lifting equipment,571,329.5790604979861,0,Sales and merchandising,Non-digital skills,1
Chest tubes,Tools and Equipment,Medical and dental,2202,195.72562666213983,0,Business and management,Non-digital skills,1
Childcare,Occupational Skills,Education and training,28981,363.59471113248094,0,Sales and merchandising,Non-digital skills,1
Chinese language,Social-Emotional Skills,Languages,2380,200.97027662452436,0,Communication and interaction,Non-digital skills,1
Chinois,Tools and Equipment,Kitchen equipment,669,183.2821724634597,0,Communication and interaction,Non-digital skills,1
Chipper trucks,Tools and Equipment,Miscellaneous or unclassified,22,424.20727256013686,0,Trades,Non-digital skills,1
Chippers,Tools and Equipment,Forestry and agriculture,2909,408.52139507103954,0,Trades,Non-digital skills,1
Chipping equipment,Tools and Equipment,Miscellaneous or unclassified,35,404.7738425106861,0,Trades,Non-digital skills,1
Chipping guns,Tools and Equipment,Miscellaneous or unclassified,30,344.1655772387507,0,Trades,Non-digital skills,1
Chipping hammers,Tools and Equipment,Miscellaneous or unclassified,29,318.16530158678097,0,Trades,Non-digital skills,1
