Month,AI_postings,All_postings,AI_pct
2023-01-01,1987,281898,0.007048648802048968
2023-02-01,1759,262605,0.0066982730717236915
2023-03-01,1874,303662,0.006171335234570015
2023-04-01,1503,258891,0.00580553205789309
2023-05-01,1682,270931,0.006208222757823948
2023-06-01,1599,265659,0.006018994274615202
2023-07-01,3855,243252,0.015847762813872034
2023-08-01,4110,268403,0.015312794566379661
2023-09-01,4430,258930,0.017108871123469663
